 File 	 檔案 
The goat refuses to go down the well.	山羊不肯下到井裡去。
The sides of this well are too slippery to climb down.	這口井的井壁太滑，沒辦法爬下去。
Since you've cut the rope there is nothing left to climb down on.	既然你已經割斷繩索，就沒有東西可以讓你爬下去了。
You could seriously injure yourself unless you lower the rope first.	除非你先把繩索放下去，否則你可能會嚴重受傷。
That bucket isn't big enough for you and that big goat!	那個水桶容不下你和那隻大山羊！
You'd look silly sitting in your bucket, since the bucket is no longer attached to the rope.	水桶已經沒繫在繩索上了，你坐在裡頭看起來會很傻。
That would be hard to do from up here.	從這裡很難做到那件事。
You can't jump into it while you're holding it.	你拿著它的時候，沒辦法跳進去。
You jump down the well trying to land near the bucket.	你跳下井裡，試著落在水桶附近。
You attempt to jump in the bucket, but miss.	你想跳進水桶裡，卻沒跳中。
The knots on the rope are too tight to untie.	繩索上的結打得太緊，解不開。
You already have the bucket.	你已經拿到水桶了。
The bucket is floating in the well.	水桶正漂浮在井裡。
The old bucket is securely fastened to a strong rope.	這個舊水桶牢牢繫在一條堅韌的繩索上。
You've already got the bucket!	你已經拿到水桶了！
The bucket is floating.	水桶正漂浮著。
The rope is already at the bottom of the well.	繩索已經在井底了。
The bucket is not here.	這裡沒有水桶。
Unfortunately, the rope is no longer attached to the bucket.	很不巧，繩索已經沒有繫著水桶了。
The old bucket is already at the top of the well.	這個舊水桶已經在井口了。
The rope is already at the top of the well.	繩索已經在井口了。
The bucket will be of the most use to you if you don't let go of it.	你如果不放開水桶，它對你會最有用處。
You have no way to cut the rope.	你沒有辦法割斷繩索。
Unfortunately, the rope is now in pieces in the bottom of the well.	很不巧，繩索現在已經斷成碎片，掉在井底了。
The bucket is floating freely at the bottom of the well.	水桶正自由漂浮在井底。
The rope is still wound up at the top of the well.	繩索仍然纏繞在井口。
You look in the wooden bucket and see water.	你看向木水桶，裡頭有水。
You peer into the wooden bucket but find it empty.	你窺看木水桶，卻發現裡面是空的。
You peer into the bucket but find it empty.	你窺看水桶，卻發現裡面是空的。
Move closer to the well.  You can't see in the bucket from here.	靠近水井一點，你從這裡看不進水桶裡。
There is no bucket in sight.	這裡看不到水桶。
The old bucket holds about a gallon of water.	這個舊水桶大約能裝一加侖的水。
This weathered old bucket has served the kingdom for years and years.  It still holds water as well as it did on the day it was made.	這個飽經風霜的舊水桶已經為王國服務了許多年，至今依然和剛做好那天一樣能裝水。
An old wooden bucket is visible at the top of the well.	井口可以看見一個舊木水桶。
This crank is used to lower and raise the bucket into the well.	這根搖柄是用來把水桶放下井裡或拉上來的。
The rope extends down into the blackness of the well.	繩索一路延伸到井底的黑暗之中。
You've cut the rope; there's none to be seen.	你已經割斷繩索，這裡看不到繩索了。
The rope is wound around the crank, hanging above the well.	繩索纏繞在搖柄上，懸掛在井口上方。
A healthy tangle of vines is coiled around the well.	一叢茂密的藤蔓纏繞著這口井。
After you are in the old bucket, your weight causes it to slowly descend.	你進到舊水桶裡後，你的重量讓水桶緩緩下降。
The old bucket disappears into the darkness.	舊水桶消失在黑暗之中。
The rope disappears into the darkness.	繩索消失在黑暗之中。
The rope and bucket are now lost in the bottom of the well.	繩子和水桶已經掉進井底，再也拿不回來了。
The rope is now lost in the bottom of the well.	繩子已經掉進井底，再也拿不回來了。
You cut the bucket off of the rope.	你把水桶從繩子上割了下來。
This side of the well is crumbling to pieces.  Try the other side.	井的這一側正在崩塌碎裂，試試另一側吧。
You can't do that when you are invisible!	你隱形的時候沒辦法這麼做！
The old bucket is at the bottom of the well.	那個舊水桶在井底。
You will find that very difficult to do from here.	你會發現從這裡很難做到這件事。
You are in a clearing in the forest.  You have the uneasy feeling that someone or something is watching you.	你身處森林中的一片空地，隱約感覺有什麼人或什麼東西正在注視著你。
You don't see a wolf here.	這裡沒有看到狼。
By the time you got out your slingshot and pebbles, and aimed them, the wolf would be upon you!	等你拿出投石器和鵝卵石瞄準好，狼早就撲到你身上了！
You have nothing with which to shoot the wolf...and even if you did, you probably couldn't.	你手邊沒有能拿來射狼的東西……就算有，你恐怕也做不到。
You'd need some sort of ammunition to even attempt such an inadvisable feat.	就算想嘗試這種不智之舉，你也得先有某種彈藥才行。
You're not talking about shooting yourself, are you?	你該不會是想射自己吧？
You have neither projectiles nor the means with which to propel them, should you want to attempt such a folly.	就算你真想做這種蠢事，你既沒有彈藥，也沒有發射彈藥的工具。
You could scarcely hope to bother the wolf by tossing pebbles at it!	光丟幾顆鵝卵石，你根本別想騷擾得了那隻狼！
There's nothing interesting to throw your pebbles at here.	這裡沒有什麼有趣的東西值得你拿鵝卵石丟。
You don't have any pebbles to throw.	你身上沒有鵝卵石可以丟。
The wolf's muscles are coiled steel springs. His massive jaws, razor-sharp teeth and long, wicked claws are a deadly blur. And you want to try to kill him? Better think again!	那隻狼渾身肌肉猶如盤緊的鋼製彈簧。牠碩大的下顎、剃刀般鋒利的牙齒，還有又長又凶惡的爪子，快得幾乎讓人看不清。你竟然想殺了牠？你最好再想想！
The wolf's muscles are coiled steel springs. His massive jaws, razor-sharp teeth and long, wicked claws are deadly blur. And you want to get him? Better think again!	那隻狼渾身肌肉猶如盤緊的鋼製彈簧。牠碩大的下顎、剃刀般鋒利的牙齒，還有又長又凶惡的爪子，快得幾乎讓人看不清。你竟然想抓住牠？你最好再想想！
He's too lean and wiry to make a good meal. But he'll make a good meal out of you if you don't run!	牠瘦巴巴、精實得很，當不了一頓好料理。但你要是不快跑，你倒會變成牠的美餐！
You'll be riding inside the wolf if you stand here.	你要是站在這裡不動，就會被狼一口吞進肚子裡。
It looks like the wolf has his stomach set on you.  Spend less time looking and more time escaping!	看樣子那隻狼盯上你的肚子了。別光顧著看，快逃命吧！
Without warning,  a wolf darts out of the bushes and runs straight for you.  Look out!   Don't let him catch you.	毫無預警，一隻狼從灌木叢中竄出，直朝你衝來。小心！別讓牠追上你。
Even your invisibility didn't hide you from the wolf's keen sense of smell.	就連隱形都瞞不過那隻狼靈敏的嗅覺。
There is an enormous oak tree growing here, its branches reaching up to the sky.	這裡長著一棵巨大的橡樹，枝椏直探天際。
You can't do that when you're invisible.	你隱形的時候沒辦法這麼做。
The old goat is afraid of heights and refuses to climb the tree.	那隻老山羊有懼高症，不肯爬樹。
Finding plenty of footholds in the coarse bark of the tree, you easily clamber up the trunk to the branches above.	樹皮粗糙、踩點很多，你輕鬆地攀著樹幹爬上了上方的枝椏。
You're too busy right now to climb a tree.	你現在正忙著別的事，沒空爬樹。
You can't climb a tree from here!	你在這裡沒辦法爬樹！
From here, you can see the battlements of King Edward's castle overlooking the garden.	從這裡，你可以看見愛德華國王城堡的城垛，俯瞰著這座花園。
Unfortunately, drowning in the lake is occupying all of your attention.	很不巧，你正忙著在湖裡溺水，沒空分心。
You are already swimming.	你已經在游泳了。
You have to be in the water to go swimming.	你得先在水裡才能游泳。
There are strong currents under the calm surface of this lake.  Diving here would be too dangerous.	這片湖面平靜，水下卻暗藏強勁的水流，在這裡潛水太危險了。
That's a dangerous proposition from here.	從這裡做這件事太危險了。
The bucket is already full of water.	水桶已經裝滿水了。
With difficulty, you fill the bucket while swimming.	你費了好大功夫，總算在游泳時把水桶裝滿了水。
You kneel down and fill the bucket with the cool water.	你跪下身，把水桶裝滿了清涼的湖水。
